epoch     	mean_ops    	median_ops  	unique_ids  	modal_id  	representative_tape (modal_count)
1860      	15.5583     	12.0        	18949       	4874788   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (33463)
1870      	15.5475     	12.0        	18763       	4874788   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (32444)
1880      	15.5838     	12.0        	18561       	4874788   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (31950)
1890      	15.6069     	12.0        	18412       	4874788   	|<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<| (31058)
1900      	15.6027     	12.0        	18216       	958574    	|                                                                | (31248)
1910      	15.5841     	12.0        	18030       	958574    	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (32091)
1920      	15.5898     	12.0        	17885       	4874788   	|                                                                | (32471)
1930      	15.5610     	12.0        	17723       	4874788   	|                                                                | (32392)
1940      	15.5547     	12.0        	17538       	958574    	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (31448)
1950      	15.5802     	12.0        	17370       	958574    	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (32153)
1960      	15.6192     	12.0        	17203       	958574    	|,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (31627)
1970      	15.5513     	12.0        	17057       	958574    	|                                                                | (31714)
1980      	15.5578     	12.0        	16926       	958574    	|                                 ]                              | (31928)
1990      	15.5582     	12.0        	16773       	958574    	|                                                                | (32031)
2000      	15.5673     	12.0        	16655       	6873437   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (32232)
2010      	15.5915     	12.0        	16492       	6873437   	|                      .-  ,                                     | (32680)
2020      	15.5818     	12.0        	16344       	6873437   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (33619)
2030      	15.5705     	12.0        	16226       	6873437   	|                                                                | (33738)
2040      	15.6069     	12.0        	16071       	6873437   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (34034)
2050      	15.6281     	12.0        	15956       	6873437   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (33654)
2060      	15.6838     	12.0        	15840       	6873437   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,, ,,,| (33612)
2070      	15.6254     	12.0        	15701       	6873437   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (33287)
2080      	15.6711     	12.0        	15562       	6873437   	|                                                                | (33865)
2090      	15.6487     	12.0        	15436       	5408390   	| >> >  >>> >>       >  >>>> >> >>> > >>> >>>>>> >   >>   > >> > | (32934)
2100      	15.6487     	12.0        	15289       	6873437   	|                                                                | (32934)
2110      	15.6717     	12.0        	15162       	4874788   	| <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<| (32503)
2120      	15.6986     	12.0        	15007       	4874788   	|-   ,--                                                         | (32532)
2130      	15.7236     	12.0        	14872       	4874788   	|[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[ [[[[[[[[[[[[[[[[[[[| (32772)
2140      	15.6669     	12.0        	14748       	5408390   	|<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<| (31832)
2150      	15.6839     	12.0        	14630       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (33497)
2160      	15.6987     	12.0        	14522       	5408390   	|                                                                | (33590)
2170      	15.6443     	12.0        	14431       	5408390   	|>>>>>>>>>>>>>>>>>>>>>>>>>>> >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>| (34588)
2180      	15.6557     	12.0        	14331       	5408390   	|                            < <                                 | (35380)
2190      	15.6525     	12.0        	14213       	5408390   	|                                          ,                     | (36119)
2200      	15.6081     	12.0        	14126       	5408390   	|                                                   +,+,,-,..    | (36212)
2210      	15.5923     	12.0        	14021       	5408390   	|                                                       +        | (35605)
2220      	15.6014     	12.0        	13891       	5408390   	|>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>| (36241)
2230      	15.5912     	12.0        	13768       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (36126)
2240      	15.6206     	12.0        	13674       	5408390   	|+++++++++++++++++++++++++++++++++++++++++,,,,,,,,,,,,,,,,,,,,,,,| (35938)
2250      	15.6094     	12.0        	13546       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35525)
2260      	15.6094     	12.0        	13460       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35714)
2270      	15.6478     	12.0        	13354       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35902)
2280      	15.6226     	12.0        	13274       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35938)
2290      	15.6295     	12.0        	13192       	5408390   	|>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>| (35740)
2300      	15.6078     	12.0        	13111       	5408390   	|                                                                | (35957)
2310      	15.6040     	12.0        	13022       	5408390   	|                                                                | (35218)
2320      	15.5752     	12.0        	12914       	5408390   	|                                                                | (35478)
2330      	15.5975     	12.0        	12793       	5408390   	|                                   ,      ..,,,,,,,,,,,,,,,,,,,,| (35849)
2340      	15.5692     	12.0        	12696       	5408390   	|,,,,,,,,,,,,,-+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (37767)
2350      	15.5725     	12.0        	12596       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (37048)
2360      	15.6229     	12.0        	12478       	5408390   	|                                                                | (36402)
2370      	15.6892     	12.0        	12373       	5408390   	|                                                                | (35752)
2380      	15.6998     	12.0        	12286       	5408390   	|                                                                | (36004)
2390      	15.6438     	12.0        	12168       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (36006)
2400      	15.6515     	12.0        	12074       	5408390   	|>>>>>>>>>>  >  >  >  >>]  >>>>>> >>>>  >>>  >>>>>>>>>>  >>>>>  >| (36423)
2410      	15.6404     	12.0        	11984       	5408390   	|                                                        ++,,-. .| (36034)
2420      	15.6168     	12.0        	11953       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (36672)
2430      	15.6524     	12.0        	11869       	5408390   	|                                                                | (35672)
2440      	15.6604     	12.0        	11813       	5408390   	|                                                               >| (35045)
2450      	15.6433     	12.0        	11748       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35454)
2460      	15.6533     	12.0        	11656       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (34987)
2470      	15.6408     	12.0        	11555       	5408390   	|--+--+-,+--+--+--+--+--+--+--+--+--+--+--+--+--+--+--.--+--+--+-| (34791)
2480      	15.5696     	12.0        	11479       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35534)
2490      	15.5845     	12.0        	11402       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (36297)
2500      	15.5985     	12.0        	11315       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (36229)
2510      	15.5944     	12.0        	11249       	5408390   	|<<<<<<<<<<<<<<<<<<<<<<<<<<<<< <<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<| (35892)
2520      	15.6059     	12.0        	11165       	5408390   	|+++++++++++++++ +++++++++++,        ++++++++++++++++++++++++++++| (35562)
2530      	15.6224     	12.0        	11102       	5408390   	|                                                                | (35636)
2540      	15.6493     	12.0        	11027       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35352)
2550      	15.6789     	12.0        	10959       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.............................| (35922)
2560      	15.6426     	12.0        	10868       	5408390   	|                                                                | (35348)
2570      	15.6758     	12.0        	10822       	5408390   	|                                                                | (34884)
2580      	15.6424     	12.0        	10751       	5408390   	|                                                           [    | (34827)
2590      	15.6478     	12.0        	10668       	5408390   	|                                                                | (35482)
2600      	15.6386     	12.0        	10574       	5408390   	|,.                                                              | (35878)
2610      	15.6254     	12.0        	10522       	5408390   	|                                                                | (35278)
2620      	15.6628     	12.0        	10432       	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35026)
2630      	15.6699     	12.0        	10361       	5408390   	|                                                                | (34341)
2640      	15.7067     	12.0        	10276       	3683542   	|                                                                | (34445)
2650      	15.7125     	12.0        	10223       	3683542   	|                                                                | (35558)
2660      	15.7063     	12.0        	10159       	3683542   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,| (35331)
2670      	15.7528     	12.0        	10081       	3683542   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,, ,,,,,,,,| (35132)
2680      	15.7480     	12.0        	10035       	3683542   	|,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (34784)
2690      	15.7121     	12.0        	9951        	5408390   	|                                                                | (34120)
2700      	15.7361     	12.0        	9873        	5408390   	|,,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (34284)
2710      	15.7077     	12.0        	9821        	5408390   	|,,,,,,,,+,+,+,+,+,+,+,+,+,+,+                                   | (34231)
2720      	15.7490     	12.0        	9776        	5408390   	|                       [                                        | (33774)
2730      	15.7254     	12.0        	9718        	5408390   	|                       [        ]                               | (33764)
2740      	15.7226     	12.0        	9612        	5408390   	|                                                                | (33732)
2750      	15.7151     	12.0        	9555        	5408390   	|                                                                | (34293)
2760      	15.6876     	12.0        	9516        	3683542   	|<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<| (34194)
2770      	15.6616     	12.0        	9447        	3683542   	|                                                                | (34397)
2780      	15.6702     	12.0        	9406        	2995689   	|                                                                | (34439)
2790      	15.6739     	12.0        	9335        	5408390   	|                                                                | (34100)
2800      	15.6619     	12.0        	9290        	5408390   	|                                                                | (34757)
2810      	15.6283     	12.0        	9243        	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35017)
2820      	15.6194     	12.0        	9206        	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35879)
2830      	15.6103     	12.0        	9180        	5408390   	|                                                                | (35193)
2840      	15.6338     	12.0        	9132        	5408390   	|                                                                | (34865)
2850      	15.5685     	12.0        	9067        	3683542   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (34869)
2860      	15.5884     	12.0        	9030        	3683542   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35241)
2870      	15.5744     	12.0        	8985        	3683542   	|  , , , ,   , , , ,   , , -.,, ,,,, ,,,+ ,,,  ,,,  ,,,  ,,,  , ,| (34601)
2880      	15.6028     	12.0        	8934        	3683542   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,| (35217)
2890      	15.6302     	12.0        	8860        	3683542   	|<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<<| (35389)
2900      	15.6324     	12.0        	8805        	5408390   	| ,[ ,  ,  +  +     ,  .  .        ,     ,           ,           | (35522)
2910      	15.6324     	12.0        	8763        	3683542   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35326)
2920      	15.6194     	12.0        	8715        	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35129)
2930      	15.6366     	12.0        	8665        	5408390   	|     ,                                                          | (34911)
2940      	15.6445     	12.0        	8633        	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (35831)
2950      	15.6127     	12.0        	8602        	5408390   	|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,| (36278)
2960      	15.6045     	12.0        	8544        	5408390   	|[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[| (36398)
2970      	15.6129     	12.0        	8484        	5408390   	|                                                                | (36063)
2980      	15.6048     	12.0        	8469        	5408390   	|                           ]                                    | (36635)
2990      	15.6018     	12.0        	8434        	5408390   	|                                                                | (37078)
3000      	15.6110     	12.0        	8380        	5408390   	|>>>>>>>> >>>>>>>>>>>>> >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>| (37907)
